	Haltung	Begründung	true	model	run
1176	progressiv	Der Artikel stellt die Glasmalerei als einen neuen und vielversprechenden Beruf für Frauen dar, der ihnen eine Ausbildung und ein eigenständiges Einkommen ermöglicht. Er betont die Eignung und Befähigung von Frauen für diese künstlerische Erwerbsarbeit und beschreibt detailliert die guten Verdienstmöglichkeiten, was ein klares Plädoyer für die professionelle und finanzielle Selbstständigkeit von Frauen ist.	progressiv	google/gemini-2.5-pro	4
1177	konservativ	Der Text argumentiert auf Basis pseudowissenschaftlicher, anthropologischer Thesen, dass die Frau dem Mann intellektuell und physisch von Natur aus unterlegen sei. Forderungen nach höherer Bildung für Mädchen werden abgelehnt und die einzige Mission der Frau wird in ihrer Rolle als Mutter und Erzieherin der Kinder gesehen, womit ein traditionelles Familienbild idealisiert wird.	konservativ	google/gemini-2.5-pro	4
1178	progressiv	Der Artikel befürwortet die Erwerbsarbeit für Frauen, insbesondere für 'Mädchen aus gebildeten Ständen', in einem anspruchsvollen Berufsfeld. Er behandelt die Berufstätigkeit von Frauen als eine positive Selbstverständlichkeit und diskutiert pragmatisch, wie die Arbeitskraft der Pflegerinnen erhalten werden kann. Dies stellt eine klare Unterstützung für Frauen im Berufsleben dar und weicht vom rein traditionellen Familienbild der Zeit ab.	progressiv	google/gemini-2.5-pro	4
1179	progressiv	"Der Artikel stellt unter der Überschrift ""Neue Frauenberufe"" gezielt und positiv neue Möglichkeiten der Erwerbstätigkeit für Frauen vor. Er beschreibt konkrete Berufsfelder wie die der Hilfspräparatorin und Graphologin als Wege für Frauen, ein eigenes Einkommen zu erzielen und sich professionell zu betätigen. Die Rubrik ""Briefkasten des Frauenerwerb"" unterstützt diesen Gedanken, indem sie praktische Ratschläge zur Berufsausbildung gibt."	progressiv	google/gemini-2.5-pro	4
1180	progressiv	Der Artikel stellt das akademische Studium von Frauen als eine positive, wachsende Entwicklung dar, die gesellschaftliche Vorurteile überwunden hat. Er unterstützt explizit die Berufstätigkeit von Frauen in akademischen Feldern, insbesondere als Ärztinnen und Lehrerinnen. Die beschriebene Vereinigung hat das Ziel, diese Frauen in ihrer Ausbildung und auf ihrem Weg in den Beruf aktiv zu fördern und zu unterstützen.	progressiv	google/gemini-2.5-pro	4
1181	konservativ	"Der Artikel vertritt eine überwiegend konservative Haltung, da er die angebliche ""Vergnügungssucht"" und den Müßiggang junger Frauen scharf kritisiert und das traditionelle Bild der ""tüchtigen Hausfrau"" als Ideal propagiert. Er sieht die primäre Bestimmung der Frau in der häuslichen Arbeit und betrachtet die Abkehr davon als moralischen und gesellschaftlichen Verfall. Obwohl neue Berufswege für Frauen kurz erwähnt werden, wird die Erziehung zum ""Hausfrauenberuf"" als weitaus wichtiger und grundlegend für das Wohl des Volkes dargestellt."	konservativ	google/gemini-2.5-pro	4
1182	konservativ	"Der Artikel rät Frauen ausdrücklich vom Beruf der Klavierstimmerin ab, da er ihnen die notwendige Körperkraft und ""starken Nerven"" abspricht. Obwohl er das Interesse von Frauen an Erwerbsarbeit anerkennt, bestärkt er traditionelle Geschlechterrollen, indem er Frauen für diesen Beruf als ungeeignet darstellt. Berichte über erfolgreiche Klavierstimmerinnen werden als fiktional abgetan, um die Unmöglichkeit des Vorhabens zu zementieren."	konservativ	google/gemini-2.5-pro	4
1183	progressiv	"Der Text vertritt eine progressive Haltung, da er die Entstehung einer ländlichen Frauenbewegung begrüßt und deren zentrale Ziele wie ""vertiefte Bildung"" und ""bessere Existenzmöglichkeiten"" unterstützt. Er kritisiert explizit und ausführlich den Mangel an Bildungseinrichtungen für Mädchen im Vergleich zu Jungen und fordert somit aktiv eine Hebung des weiblichen Standes. Auch wenn die Bewegung als ""unpolitisch"" beschrieben wird, liegt der Fokus klar auf der Förderung von Frauenrechten und -chancen."	progressiv	google/gemini-2.5-pro	4
1184	konservativ	Der Artikel lehnt die Ziele der Frauenbewegung, insbesondere das wissenschaftliche Studium für Frauen, entschieden ab und verspottet berufstätige Frauen in akademischen Feldern. Er idealisiert die traditionelle Rolle der Frau als Mutter und Hausfrau, deren einzige und natürliche Aufgabe es sei, dem Vaterland tüchtige Bürger zur Welt zu bringen. Die Bildung von Mädchen solle diesem Zweck dienen und sie nicht auf eine berufliche Konkurrenz mit Männern vorbereiten.	konservativ	google/gemini-2.5-pro	4
1185	konservativ	"Obwohl der Artikel der Braut eine gewisse finanzielle Selbstständigkeit bei der Verwaltung ihrer Aussteuer zugesteht, dient diese ausschließlich als ""Vorschule für die zukünftige Hausfrau"". Der Text zementiert ein traditionelles Rollenbild, indem er argumentiert, dass der Mann als zukünftiger Ernährer ein größeres ""Anlagekapital"" benötige und die Frau die Pflicht habe, auf finanzielle Gleichstellung mit ihren Brüdern zu verzichten."	progressiv	google/gemini-2.5-pro	4
1186	konservativ	"Der Text argumentiert explizit gegen die Forderung, Frauen die selbständige Verwaltung ihres Vermögens in der Ehe zu gestatten. Er verteidigt die rechtliche Vormachtstellung des Mannes als notwendig für die familiäre Ordnung und bezeichnet die Bestrebungen der Frauenbewegung als realitätsfernes ""Schwatzen"" über Rechte. Statt auf gesetzliche Gleichstellung pocht der Autor auf die ""richtige Erziehung"" der Frau, damit sie durch moralisches Gewicht innerhalb des traditionellen Rollenbildes Einfluss nehmen kann."	konservativ	google/gemini-2.5-pro	4
1187	progressiv	Der Artikel behandelt die Berufstätigkeit von Frauen als Lehrerinnen als eine Selbstverständlichkeit, was für die damalige Zeit eine progressive Haltung darstellt. Er wird von einer Frau für andere berufstätige Frauen geschrieben und diskutiert praktische Aspekte des Berufslebens. Das Thema ist nicht, ob Frauen arbeiten dürfen, sondern wie sie ihre Arbeit am besten ausüben, was die weibliche Erwerbstätigkeit normalisiert.	neutral	google/gemini-2.5-pro	4
1188	progressiv	Der Artikel wirbt aktiv für die Erwerbstätigkeit von Frauen und stellt diese als erstrebenswerten Weg zur finanziellen Unabhängigkeit dar. Er betont, dass Frauen durch Arbeit Karriere machen und sogar zu Ernährerinnen einer ganzen Familie werden können. Dies stellt eine klare Befürwortung der weiblichen Selbstständigkeit dar und bricht mit dem konservativen Frauenbild der damaligen Zeit.	progressiv	google/gemini-2.5-pro	4
1189	konservativ	Der Artikel kritisiert den wachsenden Einfluss von Frauen auf die Literatur als Verweichlichung und Verlust männlicher Werte. Er idealisiert traditionelle Geschlechterrollen, indem er weibliche Leserinnen und Autorinnen für eine vermeintlich oberflächliche ‚Goldschnitt-Literatur‘ verantwortlich macht und männliche Kraft als literarischen Idealzustand darstellt. Zudem bezeichnet er den literarischen Zeitgeist abwertend als ‚weiblich‘ und unterstellt Männern eine schädliche Anpassung an diesen feminisierten Geschmack.	konservativ	deepseek/deepseek-r1-0528:free	5
1190	konservativ	Der Artikel idealisiert durchgängig traditionelle Geschlechterrollen: Frauen werden auf häusliche Pflichten (Wirtschaften, Kindererziehung) reduziert und als 'Feldwebelsgattinnen' definiert. Bildung für Mädchen wird als problematische 'Halbbildung' kritisiert, während ökonomische Selbstständigkeit von Frauen weder thematisiert noch befürwortet wird. Die hierarchische Einbindung der Frauen in militärische Strukturen (durch Ehemänner/Rang) festigt konservative Gesellschaftsbilder.	neutral	deepseek/deepseek-r1-0528:free	5
1191	konservativ	Der Artikel lehnt die Frauenbewegung und weibliche Erwerbstätigkeit ab, da sie die Fortpflanzung 'tüchtiger' Bevölkerungsgruppen gefährde. Stattdessen idealisiert er das traditionelle Familienmodell mit der Frau als Hausfrau und Mutter als biologische Notwendigkeit für den Erhalt des 'Volkstums'.	anderes Thema	deepseek/deepseek-r1-0528:free	5
1192	progressiv	Der Artikel begrüßt ausdrücklich den Einsatz von Frauen in öffentlichen Ämtern der Armenpflege als gleichberechtigte Akteurinnen mit Sitz und Stimme in Behörden (wie in Kassel oder Bremen). Er stellt traditionelle Vorbehalte gegen weibliche 'Weichherzigkeit' als Irrtum dar und sieht Frauen als kompetente Lösung für soziale Probleme, was ihre berufliche Emanzipation im öffentlichen Dienst fördert.	progressiv	deepseek/deepseek-r1-0528:free	5
1193	progressiv	Der Artikel beschreibt ausführlich die Errungenschaften der Frauenbewegung (Bildungszugang, Berufsmöglichkeiten, Vereinsgründungen) und würdigt ihre Notwendigkeit als Antwort auf gesellschaftliche Veränderungen. Die Autorin vertritt explizit Forderungen nach Frauenstimmrecht, Gleichberechtigung in Berufen und sozialpolitischen Reformen, während sie konservative Widerstände kritisiert.	progressiv	deepseek/deepseek-r1-0528:free	5
1194	progressiv	Der Artikel präsentiert das matriarchale Rechts- und Gesellschaftssystem der Basken als vorbildliches Modell vollständiger Gleichberechtigung, in dem Frauen Erb-, Namens-, Hausrechts- und politische Mitsprache (historisches Stimmrecht) besitzen. Die ironische Distanz zu zeitgenössischen Feministinnen („grimmige Reden“) kontrastiert mit der sachlich-anerkennenden Schilderung dieser egalitären Praxis, die als funktionierende Alternative zu patriarchalischen Strukturen dargestellt wird.	konservativ	deepseek/deepseek-r1-0528:free	5
1195	neutral	Der Hauptteil des Artikels behandelt außenpolitische und militärische Themen ohne Genderbezug. Die abschließende Rezension zu Frauenarbeit zeigt eine ambivalente Haltung: Einerseits werden Missstände bei Arbeiterinnen benannt und Arbeiterschutz sowie Gewerkschaften gefordert (progressiv), andererseits wird Frauenarbeit primär als Gefahr für Sittlichkeit und Mutterrolle dargestellt und als notwendiges Übel betrachtet (konservativ).	falsch	deepseek/deepseek-r1-0528:free	5
1196	konservativ	Der Artikel idealisiert das traditionelle Familienbild mit der Frau als 'Gehilfin' des Mannes, die Heim und Kinder in seiner Abwesenheit bewahren soll. Er erkennt zwar die gestiegene Bildung von Frauen an, jedoch lediglich im Kontext kriegsbedingter Pflichten (z.B. Verwaltung des Haushalts oder karitative Arbeit), nicht als Recht auf Selbstbestimmung oder Erwerbsarbeit. Zentrale progressive Forderungen wie politische Gleichstellung oder eigenständige Berufstätigkeit werden weder thematisiert noch unterstützt.	konservativ	deepseek/deepseek-r1-0528:free	5
1197	neutral	Der Artikel fördert Bildungszugang und öffentliche Teilnahme von Frauen (staatswirtschaftliche Kurse, politische Vorträge), was progressive Elemente zeigt. Gleichzeitig lehnt er explizit frauenrechtliche 'Sonderbestrebungen' ab, fordert stattdessen nationale Pflichtenerfüllung vor Rechten und betont traditionelle Geschlechterdynamiken (Initiation durch Männer, Fokus auf Vaterlandsdienst). Diese Ambivalenz zwischen Ermächtigung und konservativer Idealisierung ergibt eine neutrale Gesamthaltung.	progressiv	deepseek/deepseek-r1-0528:free	5
1198	konservativ	Der Artikel vertritt ein essentialistisches Geschlechterverständnis, indem er den 'natürlichen Beruf der Frau' ausschließlich in der Rolle als Ehefrau, Mutter und Hausfrau definiert. Er bewertet alle anderen Berufstätigkeiten von Frauen lediglich als 'Ersatz' für diese Hauptrolle und schränkt akzeptable Berufe auf Tätigkeiten ein, die häuslichen Pflichten ähneln (wie Erziehung oder Krankenpflege).	ambivalent	deepseek/deepseek-r1-0528:free	5
1199	progressiv	Der Text befürwortet explizit höhere Bildung und akademische Abschlüsse für Frauen durch die Bewerbung von Abiturvorbereitungskursen mit Erfolgsstatistik (83 bestandene Prüfungen). Gleichzeitig kritisiert die Autorin scharf die Ausbeutung von qualifizierten Haushaltslehrerinnen durch unbezahlte oder unterbezahlte Arbeit und fordert faire Entlohnung in frauendominierten Berufen.	progressiv	deepseek/deepseek-r1-0528:free	5
1200	konservativ	Der Artikel befürwortet zwar Bildungs- und Erwerbsmöglichkeiten für unverheiratete Frauen, lehnt jedoch entschieden politische Gleichberechtigung (Wahlrecht) und öffentliche Rollen als Emanzipationsziele ab. Er idealisiert stattdessen die häusliche Rolle der Frau als 'naturgemäße' Position und diffamiert politisch aktive Frauen als Verächterinnen der Weiblichkeit und Familie.	konservativ	deepseek/deepseek-r1-0528:free	5
1201	progressiv	Der Artikel fördert aktiv die Berufstätigkeit von Frauen im Bereich der Glasmalerei, beschreibt ihre erfolgreiche Ausbildung und Eignung für diesen künstlerischen Beruf und hebt positive Verdienstmöglichkeiten hervor. Dies unterstützt die Erweiterung weiblicher Erwerbsarbeit und Bildungschancen, was als progressive Haltung im frühen 20. Jahrhundert gilt.	progressiv	deepseek/deepseek-r1-0528:free	5
1202	konservativ	Der Artikel lehnt die intellektuelle Gleichheit der Geschlechter kategorisch ab, führt biologische Argumente (Hirngröße, Menstruation) zur Rechtfertigung weiblicher Unterlegenheit an und reduziert die Rolle der Frau auf Mutterschaft und Haushalt. Er kritisiert explizit Forderungen nach Frauenbildung und Erwerbsarbeit als unnatürlich.	konservativ	deepseek/deepseek-r1-0528:free	5
1203	progressiv	Der Artikel empfiehlt den Beruf der Irrenpflegerin explizit als befriedigende Erwerbstätigkeit für 'gebildete Mädchen', was einer klassischerweise konservativen Einschränkung von Frauen auf Familienrollen widerspricht. Trotz der Betonung einer Rotation zu anderen Pflegebereichen, akzeptiert der Text die Berufstätigkeit von Frauen als wertvoll und normal. Dies entspricht dem progressiven Element der Arbeitsmarktbeteiligung von Frauen im damaligen Kontext.	progressiv	deepseek/deepseek-r1-0528:free	5
1204	progressiv	Der Artikel präsentiert explizit neue Erwerbsmöglichkeiten für Frauen wie Präparatorinnen und Graphologinnen, betont ihre Fähigkeit zur finanziellen Selbstständigkeit und anerkennt Bildungswege. Dies fördert aktiv weibliche Berufstätigkeit jenseits traditioneller Rollen – progressiv im Kontext des frühen 20. Jahrhunderts.	progressiv	deepseek/deepseek-r1-0528:free	5
1205	progressiv	Der Artikel fördert aktiv die akademische Bildung und Berufstätigkeit von Frauen (z.B. als Ärztinnen und Lehrerinnen) und betont ihr Engagement in gesellschaftlichen Bereichen wie Mission und Sozialarbeit. Die Gründung einer eigenen Studierendenorganisation ermöglicht Vernetzung und Empowerment, wobei der Fokus auf Selbstbildung ('selbst sehen und urteilen') und Vorbereitung auf 'tatkräftige Hilfe' eine deutliche Abkehr von traditionellen Geschlechterrollen darstellt.	progressiv	deepseek/deepseek-r1-0528:free	5
1206	konservativ	Der Artikel idealisiert ausdrücklich die traditionelle Hausfrauenrolle, kritisiert die Abwendung junger Frauen von häuslicher Arbeit als moralischen Verfall durch Materialismus, lehnt moderne Bildungsinhalte wie Kunstgeschichte für Mädchen ab und fordert stattdessen eine Erziehung zu häuslichen Pflichten, wobei er selbst die Erwerbsarbeit von Frauen in Fabriken negativ als Flucht vor 'niedriger' Landarbeit darstellt.	konservativ	deepseek/deepseek-r1-0528:free	5
